dateObserved,temperature,relativeHumidity,hour
2023-06-01 13:21:00+00:00,25.293736,39.529106,13
2023-06-01 13:31:00+00:00,25.512703,39.340275,13
2023-06-01 13:41:00+00:00,25.881208,38.693676,13
2023-06-01 13:51:00+00:00,25.857176,38.365604,13
2023-06-01 14:01:00+00:00,25.41123,36.69665,14
2023-06-01 14:21:00+00:00,25.47799,37.26314,14
2023-06-01 14:31:00+00:00,24.951935,44.66949,14
2023-06-01 14:41:00+00:00,24.858473,45.226444,14
2023-06-01 15:01:00+00:00,24.877165,42.420692,15
2023-06-01 15:11:00+00:00,24.487297,47.931107,15
2023-06-01 15:21:00+00:00,24.385824,47.377968,15
2023-06-01 15:41:00+00:00,24.503319,48.06462,15
2023-06-01 15:51:00+00:00,24.407187,45.647976,15
2023-06-01 16:09:00+00:00,24.060043,44.76295,16
2023-06-01 16:39:00+00:00,24.188221,47.101395,16
2023-06-01 16:49:00+00:00,24.134813,46.328907,16
2023-06-01 17:49:00+00:00,23.69688,45.800564,17
2023-06-01 18:09:00+00:00,23.590067,47.044174,18
2023-06-01 18:19:00+00:00,23.648813,44.497826,18
2023-06-01 18:29:00+00:00,23.606089,43.515526,18
2023-06-01 18:39:00+00:00,23.595407,44.01335,18
2023-06-01 18:59:00+00:00,22.372396,45.93599,18
2023-06-01 19:09:00+00:00,22.190815,47.2311,19
2023-06-01 19:19:00+00:00,21.75021,50.4889,19
2023-06-01 19:29:00+00:00,21.33631,52.798733,19
2023-06-01 19:49:00+00:00,20.567255,55.770428,19
2023-06-01 20:09:00+00:00,20.166704,55.69604,20
2023-06-01 20:19:00+00:00,20.011826,58.501793,20
2023-06-01 20:29:00+00:00,19.870298,61.64706,20
2023-06-01 20:39:00+00:00,19.589914,62.73808,20
2023-06-01 20:49:00+00:00,19.349585,62.59121,20
2023-06-01 20:59:00+00:00,19.362936,61.341877,20
2023-06-01 21:09:00+00:00,19.173342,61.708096,21
2023-06-01 21:29:00+00:00,18.762112,63.619286,21
2023-06-01 21:49:00+00:00,18.468376,62.856335,21
2023-06-01 21:59:00+00:00,18.302814,62.690395,21
2023-06-01 22:09:00+00:00,18.161287,62.692303,22
2023-06-01 22:19:00+00:00,18.01976,63.119553,22
2023-06-01 22:29:00+00:00,17.85954,63.42855,22
2023-06-01 22:49:00+00:00,17.699322,63.680325,22
2023-06-01 22:59:00+00:00,17.573816,64.393684,22
2023-06-01 23:09:00+00:00,17.512398,64.11902,23
2023-06-01 23:29:00+00:00,17.245365,65.23102,23
2023-06-01 23:49:00+00:00,17.061111,65.648735,23
2023-06-01 23:59:00+00:00,16.919584,66.236206,23
2023-06-02 00:19:00+00:00,16.665903,68.13214,0
2023-06-02 00:29:00+00:00,16.47097,68.16647,0
2023-06-02 00:39:00+00:00,16.39887,68.874115,0
2023-06-02 00:49:00+00:00,16.300068,68.87221,0
2023-06-02 00:59:00+00:00,16.203938,69.7248,0
2023-06-02 01:09:00+00:00,16.15053,69.700005,1
2023-06-02 01:19:00+00:00,15.931563,70.115814,1
2023-06-02 01:29:00+00:00,15.886168,70.318,1
2023-06-02 01:39:00+00:00,15.7179365,71.26978,1
2023-06-02 01:49:00+00:00,15.520332,72.09758,1
2023-06-02 01:59:00+00:00,15.437552,72.82239,1
2023-06-02 02:09:00+00:00,15.477608,72.7995,2
2023-06-02 02:19:00+00:00,15.464255,71.82483,2
2023-06-02 02:29:00+00:00,15.397497,72.51148,2
2023-06-02 02:39:00+00:00,15.098421,73.30877,2
2023-06-02 02:49:00+00:00,14.879454,74.31968,2
2023-06-02 03:09:00+00:00,14.551003,75.39735,3
2023-06-02 03:19:00+00:00,14.388113,76.06302,3
2023-06-02 03:29:00+00:00,14.254597,76.625694,3
2023-06-02 03:39:00+00:00,14.230564,76.70771,3
2023-06-02 03:49:00+00:00,14.089036,77.36576,3
2023-06-02 03:59:00+00:00,13.963531,77.84833,3
2023-06-02 04:09:00+00:00,13.918136,78.36904,4
2023-06-02 04:19:00+00:00,14.008926,77.829254,4
2023-06-02 04:30:00+00:00,14.0943775,77.37911,4
2023-06-02 04:39:00+00:00,14.206531,77.15976,4
2023-06-02 04:49:00+00:00,14.374762,76.618065,4
2023-06-02 04:59:00+00:00,14.665828,75.7483,4
2023-06-02 05:09:00+00:00,15.178531,73.53956,5
2023-06-02 05:19:00+00:00,15.523003,72.76517,5
2023-06-02 05:29:00+00:00,15.74464,71.26025,5
2023-06-02 05:49:00+00:00,16.252003,69.671394,5
2023-06-02 05:59:00+00:00,16.529716,69.12016,5
2023-06-02 06:09:00+00:00,17.186617,66.35256,6
2023-06-02 06:19:00+00:00,17.907606,62.51301,6
2023-06-02 06:49:00+00:00,19.07187,60.161213,6
2023-06-02 06:59:00+00:00,19.213398,58.353016,6
2023-06-02 07:09:00+00:00,19.47242,58.520866,7
2023-06-02 07:19:00+00:00,20.29755,56.64401,7
2023-06-02 07:29:00+00:00,20.866331,55.75517,7
2023-06-02 07:39:00+00:00,21.181429,53.988937,7
2023-06-02 07:49:00+00:00,21.314947,55.48623,7
2023-06-02 07:59:00+00:00,21.298923,53.348057,7
2023-06-02 08:09:00+00:00,21.33898,53.6685,8
2023-06-02 08:19:00+00:00,21.83299,52.377205,8
2023-06-02 08:39:00+00:00,21.739529,53.016174,8
2023-06-02 08:59:00+00:00,22.246891,50.149387,8
2023-06-02 09:09:00+00:00,22.767605,49.138477,9
2023-06-02 09:19:00+00:00,22.799648,48.19623,9
2023-06-02 09:29:00+00:00,23.269627,47.904404,9
2023-06-02 09:59:00+00:00,23.739605,47.646908,9
2023-06-02 10:19:00+00:00,24.361792,45.092926,10
2023-06-02 10:39:00+00:00,24.99199,40.913864,10
2023-06-02 10:49:00+00:00,25.694286,42.569466,10
2023-06-02 10:59:00+00:00,25.758373,39.508125,10
2023-06-02 11:19:00+00:00,25.667582,38.869152,11
2023-06-02 11:29:00+00:00,25.857176,37.211643,11
2023-06-02 11:39:00+00:00,25.65156,37.858242,11
2023-06-02 11:49:00+00:00,25.715649,38.659344,11
2023-06-02 11:59:00+00:00,25.937284,35.437782,11
2023-06-02 12:19:00+00:00,26.466011,36.39147,12
2023-06-02 12:29:00+00:00,27.611582,34.21706,12
2023-06-02 12:49:00+00:00,27.018768,35.21271,12
2023-06-02 13:09:00+00:00,25.499352,37.06096,13
2023-06-02 13:19:00+00:00,25.512703,36.505913,13
2023-06-02 13:29:00+00:00,25.523384,36.540245,13
2023-06-02 13:39:00+00:00,25.381857,36.294193,13
2023-06-02 13:49:00+00:00,25.576792,36.858776,13
2023-06-02 14:09:00+00:00,25.352484,36.80537,14
2023-06-02 14:29:00+00:00,25.32578,38.279774,14
2023-06-02 14:49:00+00:00,25.339132,38.60784,14
2023-06-02 15:19:00+00:00,25.120165,39.218204,15
2023-06-02 15:29:00+00:00,25.058746,39.35935,15
2023-06-02 15:39:00+00:00,25.050735,38.272144,15
2023-06-02 15:49:00+00:00,24.935911,38.054703,15
2023-06-02 16:19:00+00:00,24.732967,37.32227,16
2023-06-02 16:29:00+00:00,24.746319,37.558784,16
2023-06-02 16:39:00+00:00,24.727627,37.61219,16
2023-06-02 16:49:00+00:00,24.487297,38.512474,16
2023-06-02 17:09:00+00:00,24.311054,39.84573,17
2023-06-02 17:19:00+00:00,24.137484,40.34165,17
2023-06-02 17:39:00+00:00,23.766308,40.440834,17
2023-06-02 17:49:00+00:00,23.531319,40.557182,17
2023-06-02 18:09:00+00:00,23.192188,41.793163,18
2023-06-02 18:19:00+00:00,23.029297,42.89563,18
2023-06-02 18:39:00+00:00,22.428473,45.113907,18
2023-06-02 18:49:00+00:00,21.961166,45.67468,18
2023-06-02 18:59:00+00:00,21.606012,46.351795,18
2023-06-02 19:09:00+00:00,21.320288,47.377968,19
2023-06-02 19:19:00+00:00,21.03189,47.61448,19
2023-06-02 19:29:00+00:00,20.764858,48.135197,19
2023-06-02 19:39:00+00:00,20.551231,48.613945,19
2023-06-02 19:49:00+00:00,20.313574,48.760815,19
2023-06-02 19:59:00+00:00,20.140001,49.182346,19
2023-06-02 20:09:00+00:00,19.937056,49.94339,20
2023-06-02 20:19:00+00:00,19.672693,50.32868,20
2023-06-02 20:39:00+00:00,19.2401,51.778286,20
2023-06-02 20:49:00+00:00,19.22675,52.04532,20
2023-06-02 20:59:00+00:00,19.07187,52.0148,20
2023-06-02 21:09:00+00:00,19.06653,51.925156,21
2023-06-02 21:19:00+00:00,18.890287,52.760586,21
2023-06-02 21:29:00+00:00,18.636606,54.425728,21
2023-06-02 21:39:00+00:00,18.938354,51.930878,21
2023-06-02 21:49:00+00:00,19.039825,52.03769,21
2023-06-02 21:59:00+00:00,18.876936,52.55268,21
2023-06-02 22:09:00+00:00,18.66598,53.065765,22
2023-06-02 22:19:00+00:00,18.42298,53.895477,22
2023-06-02 22:29:00+00:00,18.206684,54.755703,22
2023-06-02 22:39:00+00:00,17.987717,55.371784,22
2023-06-02 22:49:00+00:00,17.827497,56.167164,22
2023-06-02 22:59:00+00:00,17.592508,57.1075,22
2023-06-02 23:19:00+00:00,17.207981,58.43885,23
2023-06-02 23:29:00+00:00,17.058441,59.01297,23
2023-06-02 23:39:00+00:00,17.03975,58.862286,23
2023-06-02 23:49:00+00:00,16.791409,59.73968,23
2023-06-02 23:59:00+00:00,16.671244,60.226063,23
2023-06-03 00:09:00+00:00,16.406881,61.30373,0
2023-06-03 00:29:00+00:00,15.9796295,63.123367,0
2023-06-03 00:39:00+00:00,15.846113,63.3389,0
2023-06-03 00:49:00+00:00,15.688563,63.979782,0
2023-06-03 00:59:00+00:00,15.58442,64.01984,0
2023-06-03 01:09:00+00:00,15.557717,64.18959,1
2023-06-03 01:19:00+00:00,15.533685,64.14763,1
2023-06-03 01:29:00+00:00,15.41886,64.42802,1
2023-06-03 01:39:00+00:00,15.346762,64.637825,1
2023-06-03 01:49:00+00:00,15.231937,65.303505,1
2023-06-03 01:59:00+00:00,15.09308,65.454185,1
2023-06-03 02:09:00+00:00,15.034333,65.34165,2
2023-06-03 02:19:00+00:00,14.959563,65.79561,2
2023-06-03 02:29:00+00:00,14.8126955,66.322044,2
2023-06-03 02:39:00+00:00,14.729916,66.50706,2
2023-06-03 02:49:00+00:00,14.591058,67.20897,2
2023-06-03 02:59:00+00:00,14.476234,67.51034,2
2023-06-03 03:09:00+00:00,14.350729,67.88037,3
2023-06-03 03:19:00+00:00,14.19852,68.89128,3
2023-06-03 03:39:00+00:00,13.880751,70.76433,3
2023-06-03 03:49:00+00:00,13.693828,72.00984,3
2023-06-03 03:59:00+00:00,13.592355,72.343636,3
2023-06-03 04:09:00+00:00,13.595026,74.77554,4
2023-06-03 04:19:00+00:00,13.581674,75.79408,4
2023-06-03 04:29:00+00:00,13.587014,75.84558,4
2023-06-03 04:39:00+00:00,13.680476,76.38346,4
2023-06-03 05:09:00+00:00,14.484245,73.52621,5
2023-06-03 05:19:00+00:00,14.575036,72.795685,5
2023-06-03 05:29:00+00:00,14.713893,72.358894,5
2023-06-03 05:39:00+00:00,15.087739,70.859695,5
2023-06-03 05:49:00+00:00,15.245289,70.55451,5
2023-06-03 05:59:00+00:00,15.573739,69.41772,5
2023-06-03 06:09:00+00:00,16.257343,68.328606,6
2023-06-03 06:19:00+00:00,16.932936,65.12039,6
2023-06-03 06:29:00+00:00,17.304111,64.321205,6
2023-06-03 06:39:00+00:00,17.990387,62.63699,6
2023-06-03 06:49:00+00:00,18.083849,61.43725,6
2023-06-03 06:59:00+00:00,18.90631,59.072098,6
2023-06-03 07:09:00+00:00,18.67132,59.28191,7
2023-06-03 07:19:00+00:00,19.253452,58.333942,7
2023-06-03 07:29:00+00:00,19.555199,59.053024,7
2023-06-03 07:39:00+00:00,19.386969,58.826046,7
2023-06-03 07:49:00+00:00,20.070574,57.242924,7
2023-06-03 07:59:00+00:00,19.784847,56.98352,7
2023-06-03 08:09:00+00:00,19.782177,57.010223,8
2023-06-03 08:29:00+00:00,20.476463,55.619743,8
2023-06-03 08:39:00+00:00,20.887693,54.03853,8
2023-06-03 08:59:00+00:00,20.871672,52.30663,8
2023-06-03 09:11:00+00:00,21.734188,50.769283,9
2023-06-03 09:19:00+00:00,21.608683,52.138783,9
2023-06-03 09:29:00+00:00,22.003891,52.3505,9
2023-06-03 09:39:00+00:00,22.6421,50.4374,9
2023-06-03 09:59:00+00:00,23.047989,46.853436,9
2023-06-03 10:09:00+00:00,23.648813,48.644466,10
2023-06-03 10:29:00+00:00,24.172197,46.372776,10
2023-06-03 10:49:00+00:00,24.377813,45.457237,10
2023-06-03 11:09:00+00:00,24.444572,46.023727,11
2023-06-03 11:19:00+00:00,25.152208,44.141148,11
2023-06-03 11:29:00+00:00,24.871824,44.776302,11
2023-06-03 11:39:00+00:00,26.877241,39.435646,11
2023-06-03 11:49:00+00:00,26.634241,39.46235,11
2023-06-03 11:59:00+00:00,27.34455,39.17052,11
2023-06-03 12:19:00+00:00,26.997406,38.04135,12
2023-06-03 12:29:00+00:00,26.78645,40.1223,12
2023-06-03 13:09:00+00:00,25.096132,40.91005,13
2023-06-03 14:09:00+00:00,25.32311,39.044632,14
2023-06-03 14:39:00+00:00,25.451286,38.243534,14
2023-06-03 14:59:00+00:00,25.686274,37.369953,14
2023-06-03 15:59:00+00:00,23.413824,43.319065,15
2023-06-03 16:59:00+00:00,22.559319,42.638134,16
2023-06-03 17:09:00+00:00,22.24422,43.345768,17
2023-06-03 17:59:00+00:00,20.735485,49.0412,17
2023-06-03 18:09:00+00:00,20.519188,50.93904,18
2023-06-03 18:19:00+00:00,20.415045,52.049133,18
2023-06-03 18:29:00+00:00,20.230793,53.575035,18
2023-06-03 18:49:00+00:00,20.027847,55.12955,18
2023-06-03 19:09:00+00:00,19.64599,56.638287,19
2023-06-03 19:29:00+00:00,19.39231,57.359272,19
2023-06-03 19:39:00+00:00,19.325552,57.454643,19
2023-06-03 19:49:00+00:00,19.269474,57.897156,19
2023-06-03 19:59:00+00:00,19.14931,57.92386,19
2023-06-03 20:19:00+00:00,19.093233,57.61486,20
2023-06-03 20:29:00+00:00,19.114595,57.91432,20
2023-06-03 20:59:00+00:00,18.607233,59.32578,20
2023-06-03 21:09:00+00:00,18.489738,59.859844,21
2023-06-03 21:19:00+00:00,18.390936,60.128788,21
2023-06-03 21:39:00+00:00,17.985046,62.614098,21
2023-06-03 21:49:00+00:00,17.752728,63.55825,21
2023-06-03 22:09:00+00:00,17.44831,65.0193,22
2023-06-03 22:19:00+00:00,17.28809,65.6392,22
2023-06-03 22:29:00+00:00,17.141222,67.55039,22
2023-06-03 22:39:00+00:00,16.95697,67.1384,22
2023-06-03 22:49:00+00:00,16.818113,67.51797,22
2023-06-03 22:59:00+00:00,16.63386,68.567024,22
2023-06-03 23:19:00+00:00,16.404211,69.391014,23
2023-06-03 23:29:00+00:00,16.203938,69.88312,23
2023-06-03 23:39:00+00:00,15.968948,71.098114,23
2023-06-03 23:49:00+00:00,15.776684,71.05234,23
2023-06-03 23:59:00+00:00,15.632486,71.60166,23
2023-06-04 00:09:00+00:00,15.565728,71.971695,0
2023-06-04 00:19:00+00:00,15.41352,72.10712,0
2023-06-04 00:29:00+00:00,15.263981,72.66407,0
2023-06-04 00:39:00+00:00,15.17052,73.13519,0
2023-06-04 00:49:00+00:00,15.183871,72.44663,0
2023-06-04 00:59:00+00:00,15.01564,72.70031,0
2023-06-04 01:09:00+00:00,14.8687725,73.0074,1
2023-06-04 01:19:00+00:00,14.655146,73.57198,1
2023-06-04 01:39:00+00:00,14.564355,73.57961,1
2023-06-04 01:49:00+00:00,14.476234,74.10033,1
2023-06-04 01:59:00+00:00,14.366751,74.4551,1
2023-06-04 02:09:00+00:00,14.281301,74.39025,2
2023-06-04 02:19:00+00:00,14.11307,74.78317,2
2023-06-04 02:29:00+00:00,13.992905,75.456474,2
2023-06-04 02:39:00+00:00,13.840695,76.02106,2
2023-06-04 02:49:00+00:00,13.62974,76.59518,2
2023-06-04 02:59:00+00:00,13.587014,76.68673,2
2023-06-04 03:09:00+00:00,13.506905,76.87366,3
2023-06-04 03:29:00+00:00,13.295949,77.701454,3
2023-06-04 03:39:00+00:00,13.261234,77.81972,3
2023-06-04 03:49:00+00:00,13.282598,77.93988,3
2023-06-04 04:09:00+00:00,12.999542,78.925995,4
2023-06-04 04:19:00+00:00,12.970169,79.00038,4
2023-06-04 04:29:00+00:00,13.090333,78.61318,4
2023-06-04 04:39:00+00:00,13.207828,78.39193,4
2023-06-04 04:49:00+00:00,13.239872,77.964676,4
2023-06-04 04:59:00+00:00,13.485542,76.82216,4
2023-06-04 05:19:00+00:00,13.891432,75.37064,5
2023-06-04 05:29:00+00:00,14.030289,75.94095,5
2023-06-04 05:39:00+00:00,14.385443,75.45075,5
2023-06-04 05:49:00+00:00,14.751278,73.8085,5
2023-06-04 05:59:00+00:00,15.117113,72.725105,5
2023-06-04 06:09:00+00:00,15.766003,71.02182,6
2023-06-04 06:19:00+00:00,16.417562,68.70817,6
2023-06-04 06:29:00+00:00,16.908903,65.053635,6
2023-06-04 06:49:00+00:00,17.814146,62.818188,6
2023-06-04 06:59:00+00:00,18.521782,59.882736,6
2023-06-04 07:09:00+00:00,18.516441,59.424965,7
2023-06-04 07:19:00+00:00,19.208057,59.71107,7
2023-06-04 07:29:00+00:00,19.061188,57.511864,7
2023-06-04 07:39:00+00:00,19.816893,58.385445,7
2023-06-04 07:49:00+00:00,19.205387,57.759823,7
2023-06-04 07:59:00+00:00,19.365606,56.832836,7
2023-06-04 08:09:00+00:00,20.13466,55.598763,8
2023-06-04 08:39:00+00:00,21.763561,51.763027,8
2023-06-04 08:49:00+00:00,21.667429,52.55459,8
2023-06-04 08:59:00+00:00,21.99588,50.96193,8
2023-06-04 09:09:00+00:00,21.763561,51.946136,9
2023-06-04 09:19:00+00:00,22.305637,50.853207,9
2023-06-04 09:29:00+00:00,22.575342,51.41207,9
2023-06-04 09:39:00+00:00,22.559319,50.19898,9
2023-06-04 09:49:00+00:00,23.173494,51.41398,9
2023-06-04 09:59:00+00:00,23.990616,50.35729,9
2023-06-04 10:09:00+00:00,23.907835,49.11177,10
2023-06-04 10:19:00+00:00,24.02266,50.98291,10
2023-06-04 10:29:00+00:00,24.262989,46.660793,10
2023-06-04 10:59:00+00:00,24.618143,46.979324,10
2023-06-04 11:09:00+00:00,24.535362,47.542,11
2023-06-04 11:19:00+00:00,24.006638,48.04364,11
2023-06-04 11:29:00+00:00,25.218967,47.480965,11
2023-06-04 11:39:00+00:00,23.798351,48.85809,11
2023-06-04 12:19:00+00:00,23.86511,47.034637,12
2023-06-04 12:29:00+00:00,24.51934,46.594032,12
2023-06-04 13:09:00+00:00,23.974594,46.52346,13
2023-06-04 13:29:00+00:00,24.116121,45.110092,13
2023-06-04 13:49:00+00:00,24.092089,43.456398,13
2023-06-04 13:59:00+00:00,24.084078,43.408714,13
2023-06-04 14:09:00+00:00,23.78233,43.66049,14
2023-06-04 14:19:00+00:00,23.496605,44.15259,14
2023-06-04 14:29:00+00:00,23.467232,44.0782,14
2023-06-04 15:30:00+00:00,23.990616,39.80949,15
2023-06-04 15:49:00+00:00,24.017319,39.599678,15
2023-06-04 15:59:00+00:00,24.190891,41.392616,15
2023-06-04 16:09:00+00:00,24.209583,40.852825,16
2023-06-04 16:19:00+00:00,24.369802,41.24384,16
2023-06-04 16:29:00+00:00,24.407187,40.854733,16
2023-06-04 16:49:00+00:00,24.612803,39.910583,16
2023-06-04 16:59:00+00:00,24.444572,38.1062,16
2023-06-04 17:49:00+00:00,20.994507,50.092163,17
2023-06-04 17:59:00+00:00,20.342947,49.94339,17
2023-06-04 18:29:00+00:00,19.416342,52.936066,18
2023-06-04 18:49:00+00:00,19.173342,52.428703,18
2023-06-04 18:59:00+00:00,19.042496,53.33089,18
2023-06-04 19:09:00+00:00,18.831541,53.990845,19
2023-06-04 19:29:00+00:00,18.409628,55.745632,19
2023-06-04 19:39:00+00:00,18.233387,56.31403,19
2023-06-04 19:59:00+00:00,17.902266,57.630123,19
2023-06-04 20:09:00+00:00,17.819487,57.323032,20
2023-06-04 20:19:00+00:00,17.667276,58.152744,20
2023-06-04 20:29:00+00:00,17.635233,58.641033,20
2023-06-04 20:39:00+00:00,17.434958,59.695812,20
2023-06-04 20:49:00+00:00,17.20264,60.19936,20
2023-06-04 20:59:00+00:00,16.991684,61.154957,20
2023-06-04 21:09:00+00:00,16.850157,62.06859,21
2023-06-04 21:19:00+00:00,16.7113,62.373768,21
2023-06-04 21:29:00+00:00,16.599146,63.081406,21
2023-06-04 21:39:00+00:00,16.508354,63.695583,21
2023-06-04 21:49:00+00:00,16.500343,65.324486,21
2023-06-04 21:59:00+00:00,16.252003,65.40269,21
2023-06-04 22:09:00+00:00,16.107805,65.992065,22
2023-06-04 22:19:00+00:00,15.992981,67.11742,22
2023-06-04 22:29:00+00:00,15.846113,67.72968,22
2023-06-04 22:39:00+00:00,15.731289,68.25231,22
2023-06-04 22:49:00+00:00,15.557717,69.812546,22
2023-06-04 22:59:00+00:00,15.456244,70.17685,22
2023-06-04 23:09:00+00:00,15.349432,70.67277,23
2023-06-04 23:19:00+00:00,15.205234,71.65507,23
2023-06-04 23:29:00+00:00,15.101091,71.81148,23
2023-06-04 23:39:00+00:00,14.970245,72.675514,23
2023-06-04 23:49:00+00:00,14.879454,72.85672,23
2023-06-04 23:59:00+00:00,14.668498,73.943924,23
2023-06-05 00:09:00+00:00,14.60174,74.336845,0
2023-06-05 00:19:00+00:00,14.422828,74.968185,0
2023-06-05 00:29:00+00:00,14.345388,75.19325,0
2023-06-05 00:39:00+00:00,14.243916,75.391624,0
2023-06-05 00:49:00+00:00,14.286641,74.81941,0
2023-06-05 00:59:00+00:00,14.024948,75.83223,0
2023-06-05 01:09:00+00:00,13.803311,76.27665,1
2023-06-05 01:29:00+00:00,13.709849,76.661934,1
2023-06-05 01:49:00+00:00,13.522926,77.24368,1
2023-06-05 02:09:00+00:00,13.314641,77.81781,2
2023-06-05 02:29:00+00:00,12.9835205,79.11482,2
2023-06-05 02:39:00+00:00,12.898069,79.49439,2
2023-06-05 02:49:00+00:00,12.8526745,79.27886,2
2023-06-05 02:59:00+00:00,12.753872,79.763336,2
2023-06-05 03:19:00+00:00,12.484169,81.048904,3
2023-06-05 03:29:00+00:00,12.41207,81.319756,3
2023-06-05 03:49:00+00:00,12.209125,81.74128,3
2023-06-05 03:59:00+00:00,12.155718,81.56008,3
2023-06-05 04:19:00+00:00,12.235828,81.79469,4
2023-06-05 04:29:00+00:00,12.297246,81.047,4
2023-06-05 04:39:00+00:00,12.540246,80.345085,4
2023-06-05 04:49:00+00:00,12.673762,80.022736,4
2023-06-05 04:59:00+00:00,12.879377,79.77669,4
2023-06-05 05:09:00+00:00,13.298619,77.62707,5
2023-06-05 05:19:00+00:00,13.477531,77.17502,5
2023-06-05 05:29:00+00:00,13.811322,75.994354,5
2023-06-05 05:39:00+00:00,14.105059,75.01587,5
2023-06-05 05:49:00+00:00,14.484245,74.580986,5
2023-06-05 05:59:00+00:00,14.815366,72.953995,5
2023-06-05 06:09:00+00:00,15.458915,71.18585,6
2023-06-05 07:09:00+00:00,18.682001,58.042114,7
2023-06-05 07:29:00+00:00,18.895628,54.929276,7
2023-06-05 07:39:00+00:00,19.15732,54.5478,7
2023-06-05 07:49:00+00:00,19.694057,52.17693,7
2023-06-05 07:59:00+00:00,19.851606,52.07202,7
2023-06-05 08:19:00+00:00,20.20142,52.31426,8
2023-06-05 08:39:00+00:00,21.09331,49.62104,8
2023-06-05 08:49:00+00:00,20.925077,48.955368,8
2023-06-05 08:59:00+00:00,21.304264,48.697872,8
2023-06-05 09:39:00+00:00,22.847715,42.985275,9
2023-06-05 09:49:00+00:00,23.798351,40.23293,9
2023-06-05 10:49:00+00:00,24.364462,39.910583,10
2023-06-05 10:59:00+00:00,24.396505,37.94217,10
2023-06-05 11:19:00+00:00,25.021362,36.351414,11
2023-06-05 11:29:00+00:00,24.375143,36.58793,11
2023-06-05 11:49:00+00:00,24.962616,35.98329,11
2023-06-05 11:59:00+00:00,24.719616,36.26177,11
2023-06-05 12:39:00+00:00,24.572748,37.51301,12
2023-06-05 12:49:00+00:00,24.292362,36.446785,12
2023-06-05 12:59:00+00:00,24.35378,37.287937,12
2023-06-05 13:09:00+00:00,24.27901,35.599907,13
2023-06-05 13:19:00+00:00,24.196232,36.881668,13
2023-06-05 13:39:00+00:00,24.26566,35.63615,13
2023-06-05 13:49:00+00:00,24.34844,36.20264,13
2023-06-05 14:09:00+00:00,24.113451,34.104523,14
2023-06-05 14:19:00+00:00,24.070726,34.426872,14
